Against,Beneficiary,Game_ID,Date,Ref_Crew,Total_Count,Total_Yards,Off_Count,Off_Yards,Def_Count,Def_Yards,ST_Count,ST_Yards,Pre-Snap,Off_Pre-Snap,Def_Pre-Snap,ST_Pre-Snap,Declined,Offsetting,Week,Year
Minnesota,Green Bay,947,12/2/2012,Ed Hochuli,5,48,0,0,4,38,1,10,3,0,3,0,2,1,13,2012
Green Bay,Minnesota,947,12/2/2012,Ed Hochuli,10,78,6,50,2,20,2,8,3,2,1,0,1,1,13,2012
San Francisco,St. Louis,948,12/2/2012,Carl Cheffers,11,97,6,52,3,35,2,10,3,1,0,2,1,0,13,2012
St. Louis,San Francisco,948,12/2/2012,Carl Cheffers,7,60,4,30,1,15,2,15,2,2,0,0,1,0,13,2012
N.Y. Jets,Arizona,949,12/2/2012,Walt Anderson,3,20,1,5,1,5,1,10,1,1,0,0,0,0,13,2012
Arizona,N.Y. Jets,949,12/2/2012,Walt Anderson,4,30,0,0,4,30,0,0,2,0,2,0,1,0,13,2012
Carolina,Kansas City,950,12/2/2012,John Parry,7,45,1,5,5,35,1,5,5,1,3,1,0,0,13,2012
Kansas City,Carolina,950,12/2/2012,John Parry,1,5,1,5,0,0,0,0,1,1,0,0,0,0,13,2012
Indianapolis,Detroit,951,12/2/2012,Bill Vinovich,4,36,1,5,2,26,1,5,3,1,1,1,1,0,13,2012
Detroit,Indianapolis,951,12/2/2012,Bill Vinovich,8,61,2,15,6,46,0,0,4,1,3,0,2,0,13,2012
Buffalo,Jacksonville,952,12/2/2012,Pete Morelli,9,100,2,15,7,85,0,0,2,1,1,0,1,0,13,2012
Jacksonville,Buffalo,952,12/2/2012,Pete Morelli,8,74,4,40,1,9,3,25,3,1,0,2,0,0,13,2012
New England,Miami,953,12/2/2012,Ron Winter,6,50,3,26,2,19,1,5,2,0,1,1,0,0,13,2012
Miami,New England,953,12/2/2012,Ron Winter,8,92,3,25,4,52,1,15,1,1,0,0,1,0,13,2012
Tennessee,Houston,954,12/2/2012,Tony Corrente,4,35,3,25,0,0,1,10,1,1,0,0,2,0,13,2012
Houston,Tennessee,954,12/2/2012,Tony Corrente,11,97,4,35,5,37,2,25,2,1,1,0,1,0,13,2012
Tampa Bay,Denver,955,12/2/2012,Terry McAulay,11,80,3,30,8,50,0,0,4,0,4,0,1,0,13,2012
Denver,Tampa Bay,955,12/2/2012,Terry McAulay,8,75,3,30,5,45,0,0,2,0,2,0,0,0,13,2012
Baltimore,Pittsburgh,956,12/2/2012,Al Riveron,8,70,5,40,2,20,1,10,4,3,1,0,0,0,13,2012
Pittsburgh,Baltimore,956,12/2/2012,Al Riveron,4,50,1,5,2,35,1,10,1,1,0,0,0,0,13,2012
Oakland,Cleveland,957,12/2/2012,Bill Leavy,10,65,3,15,3,15,4,35,6,3,3,0,0,0,13,2012
Cleveland,Oakland,957,12/2/2012,Bill Leavy,2,25,1,10,0,0,1,15,0,0,0,0,0,0,13,2012
San Diego,Cincinnati,958,12/2/2012,Walt Coleman,8,55,4,25,4,30,0,0,5,3,2,0,2,0,13,2012
Cincinnati,San Diego,958,12/2/2012,Walt Coleman,8,55,4,30,3,15,1,10,4,2,2,0,0,0,13,2012
Philadelphia,Dallas,959,12/2/2012,Jeff Triplette,1,5,0,0,0,0,1,5,0,0,0,0,0,1,13,2012
Dallas,Philadelphia,959,12/2/2012,Jeff Triplette,7,60,3,25,2,20,2,15,3,1,1,1,1,1,13,2012
N.Y. Giants,Washington,960,12/3/2012,Jerome Boger,9,73,6,45,0,0,3,28,3,3,0,0,0,1,13,2012
Washington,N.Y. Giants,960,12/3/2012,Jerome Boger,4,56,2,20,2,36,0,0,0,0,0,0,1,1,13,2012
Oakland,Denver,961,12/6/2012,Clete Blakeman,11,94,5,40,6,54,0,0,3,2,1,0,2,0,14,2012
Denver,Oakland,961,12/6/2012,Clete Blakeman,3,25,1,10,1,5,1,10,0,0,0,0,1,0,14,2012
Washington,Baltimore,962,12/9/2012,John Parry,8,70,5,45,3,25,0,0,3,1,2,0,0,0,14,2012
Baltimore,Washington,962,12/9/2012,John Parry,8,56,4,27,3,19,1,10,3,2,1,0,0,0,14,2012
Cleveland,Kansas City,963,12/9/2012,Walt Anderson,7,55,5,35,2,20,0,0,4,3,1,0,0,0,14,2012
Kansas City,Cleveland,963,12/9/2012,Walt Anderson,5,35,3,15,1,15,1,5,4,3,0,1,0,0,14,2012
Pittsburgh,San Diego,964,12/9/2012,Scott Green,8,52,4,28,2,10,2,14,3,1,2,0,1,0,14,2012
San Diego,Pittsburgh,964,12/9/2012,Scott Green,6,51,3,24,1,7,2,20,3,2,0,1,0,0,14,2012
Tennessee,Indianapolis,965,12/9/2012,Pete Morelli,9,70,6,45,3,25,0,0,5,3,2,0,1,0,14,2012
Indianapolis,Tennessee,965,12/9/2012,Pete Morelli,6,43,1,5,3,20,2,18,1,1,0,0,1,0,14,2012
Jacksonville,N.Y. Jets,966,12/9/2012,Al Riveron,7,54,3,20,2,19,2,15,2,1,0,1,0,0,14,2012
N.Y. Jets,Jacksonville,966,12/9/2012,Al Riveron,1,15,0,0,1,15,0,0,0,0,0,0,0,0,14,2012
Minnesota,Chicago,967,12/9/2012,Walt Coleman,7,54,3,15,3,29,1,10,4,3,1,0,1,1,14,2012
Chicago,Minnesota,967,12/9/2012,Walt Coleman,10,80,5,35,3,25,2,20,4,3,1,0,1,1,14,2012
Carolina,Atlanta,968,12/9/2012,Ed Hochuli,3,10,2,10,1,0,0,0,2,2,0,0,0,0,14,2012
Atlanta,Carolina,968,12/9/2012,Ed Hochuli,3,15,2,10,1,5,0,0,2,2,0,0,0,0,14,2012
Tampa Bay,Philadelphia,969,12/9/2012,Ron Winter,8,60,4,30,2,10,2,20,4,2,1,1,2,1,14,2012
Philadelphia,Tampa Bay,969,12/9/2012,Ron Winter,2,13,0,0,1,8,1,5,1,0,0,1,0,1,14,2012
St. Louis,Buffalo,970,12/9/2012,Gene Steratore,2,17,0,0,1,15,1,2,0,0,0,0,1,0,14,2012
Buffalo,St. Louis,970,12/9/2012,Gene Steratore,2,15,0,0,2,15,0,0,0,0,0,0,1,0,14,2012
Dallas,Cincinnati,971,12/9/2012,Bill Vinovich,6,49,2,15,4,34,0,0,3,1,2,0,1,0,14,2012
Cincinnati,Dallas,971,12/9/2012,Bill Vinovich,8,70,5,35,2,30,1,5,2,2,0,0,1,0,14,2012
San Francisco,Miami,972,12/9/2012,Mike Carey,6,45,2,15,4,30,0,0,2,1,1,0,1,0,14,2012
Miami,San Francisco,972,12/9/2012,Mike Carey,5,43,3,20,2,23,0,0,2,2,0,0,0,0,14,2012
N.Y. Giants,New Orleans,973,12/9/2012,Jeff Triplette,6,55,5,40,1,15,0,0,2,2,0,0,0,1,14,2012
New Orleans,N.Y. Giants,973,12/9/2012,Jeff Triplette,10,81,5,54,3,17,2,10,1,1,0,0,1,1,14,2012
Arizona,Seattle,974,12/9/2012,Carl Cheffers,9,79,4,29,3,35,2,15,4,2,1,1,0,1,14,2012
Seattle,Arizona,974,12/9/2012,Carl Cheffers,10,97,6,62,3,25,1,10,2,1,1,0,1,1,14,2012
Green Bay,Detroit,975,12/9/2012,Tony Corrente,7,50,2,15,5,35,0,0,3,1,2,0,0,0,14,2012
Detroit,Green Bay,975,12/9/2012,Tony Corrente,5,55,3,30,1,15,1,10,1,1,0,0,1,0,14,2012
Houston,New England,976,12/10/2012,Terry McAulay,7,70,2,15,3,36,2,19,1,1,0,0,0,1,14,2012
New England,Houston,976,12/10/2012,Terry McAulay,6,56,2,20,4,36,0,0,2,0,2,0,2,1,14,2012
Philadelphia,Cincinnati,977,12/13/2012,Carl Cheffers,9,76,5,40,1,5,3,31,3,2,1,0,1,0,15,2012
Cincinnati,Philadelphia,977,12/13/2012,Carl Cheffers,11,94,6,50,4,29,1,15,3,2,1,0,4,0,15,2012
Chicago,Green Bay,978,12/16/2012,Walt Anderson,10,91,5,45,2,31,3,15,4,1,0,3,2,0,15,2012
Green Bay,Chicago,978,12/16/2012,Walt Anderson,8,104,3,16,3,73,2,15,3,2,0,1,2,0,15,2012
N.Y. Giants,Atlanta,979,12/16/2012,Bill Leavy,2,25,1,15,0,0,1,10,0,0,0,0,3,1,15,2012
Atlanta,N.Y. Giants,979,12/16/2012,Bill Leavy,3,30,2,15,1,15,0,0,1,1,0,0,0,1,15,2012
New Orleans,Tampa Bay,980,12/16/2012,Mike Carey,6,55,4,35,0,0,2,20,1,1,0,0,0,0,15,2012
Tampa Bay,New Orleans,980,12/16/2012,Mike Carey,7,84,4,34,3,50,0,0,2,1,1,0,1,0,15,2012
St. Louis,Minnesota,981,12/16/2012,Al Riveron,8,47,5,30,2,7,1,10,5,4,1,0,1,1,15,2012
Minnesota,St. Louis,981,12/16/2012,Al Riveron,3,49,1,15,2,34,0,0,0,0,0,0,1,1,15,2012
Washington,Cleveland,982,12/16/2012,Bill Vinovich,6,45,5,40,1,5,0,0,4,3,1,0,1,0,15,2012
Cleveland,Washington,982,12/16/2012,Bill Vinovich,5,30,3,15,1,5,1,10,3,3,0,0,0,0,15,2012
Jacksonville,Miami,983,12/16/2012,John Parry,10,88,4,35,6,53,0,0,2,1,1,0,2,0,15,2012
Miami,Jacksonville,983,12/16/2012,John Parry,5,41,2,10,2,21,1,10,3,2,1,0,0,0,15,2012
Denver,Baltimore,984,12/16/2012,Pete Morelli,7,51,2,15,3,26,2,10,4,1,1,2,0,0,15,2012
Baltimore,Denver,984,12/16/2012,Pete Morelli,6,61,3,35,1,15,2,11,1,0,0,1,0,0,15,2012
Indianapolis,Houston,985,12/16/2012,Jeff Triplette,8,79,1,11,3,33,4,35,1,0,1,0,4,1,15,2012
Houston,Indianapolis,985,12/16/2012,Jeff Triplette,9,69,2,15,5,35,2,19,2,1,1,0,1,1,15,2012
Arizona,Detroit,986,12/16/2012,Jerome Boger,6,50,3,20,1,5,2,25,2,2,0,0,2,0,15,2012
Detroit,Arizona,986,12/16/2012,Jerome Boger,7,63,5,25,2,38,0,0,4,4,0,0,0,0,15,2012
San Diego,Carolina,987,12/16/2012,Terry McAulay,9,70,4,25,4,30,1,15,4,3,1,0,1,0,15,2012
Carolina,San Diego,987,12/16/2012,Terry McAulay,6,48,1,10,3,24,2,14,2,0,2,0,1,0,15,2012
Buffalo,Seattle,988,12/16/2012,Scott Green,4,20,4,20,0,0,0,0,4,4,0,0,0,0,15,2012
Seattle,Buffalo,988,12/16/2012,Scott Green,4,32,3,25,0,0,1,7,1,1,0,0,1,0,15,2012
Dallas,Pittsburgh,989,12/16/2012,Clete Blakeman,8,61,6,45,2,16,0,0,4,3,1,0,0,0,15,2012
Kansas City,Oakland,990,12/16/2012,Tony Corrente,7,60,3,25,2,20,2,15,1,1,0,0,1,0,15,2012
Oakland,Kansas City,990,12/16/2012,Tony Corrente,5,62,3,20,2,42,0,0,2,2,0,0,1,0,15,2012
New England,San Francisco,991,12/16/2012,Ed Hochuli,8,73,3,13,2,40,3,20,3,2,1,0,1,0,15,2012
San Francisco,New England,991,12/16/2012,Ed Hochuli,6,88,2,20,3,58,1,10,1,0,1,0,1,0,15,2012
Tennessee,N.Y. Jets,992,12/17/2012,Walt Coleman,14,111,3,28,8,60,3,23,3,0,3,0,1,0,15,2012
N.Y. Jets,Tennessee,992,12/17/2012,Walt Coleman,4,23,4,23,0,0,0,0,3,3,0,0,1,0,15,2012
Atlanta,Detroit,993,12/22/2012,Gene Steratore,3,20,1,10,2,10,0,0,2,0,2,0,1,0,16,2012
Detroit,Atlanta,993,12/22/2012,Gene Steratore,2,20,1,15,1,5,0,0,1,0,1,0,3,0,16,2012
Tennessee,Green Bay,994,12/23/2012,Clete Blakeman,5,35,2,16,2,14,1,5,2,1,1,0,4,0,16,2012
Green Bay,Tennessee,994,12/23/2012,Clete Blakeman,1,10,1,10,0,0,0,0,0,0,0,0,0,0,16,2012
Carolina,Oakland,995,12/23/2012,Jerome Boger,10,97,7,58,3,39,0,0,3,3,0,0,1,1,16,2012
Oakland,Carolina,995,12/23/2012,Jerome Boger,6,70,3,25,3,45,0,0,1,1,0,0,3,1,16,2012
Buffalo,Miami,996,12/23/2012,Walt Anderson,11,93,7,50,3,29,1,14,6,5,1,0,0,0,16,2012
Miami,Buffalo,996,12/23/2012,Walt Anderson,3,25,0,0,3,25,0,0,2,0,2,0,0,0,16,2012
Pittsburgh,Cincinnati,997,12/23/2012,Mike Carey,5,63,2,14,3,49,0,0,2,1,1,0,1,0,16,2012
Cincinnati,Pittsburgh,997,12/23/2012,Mike Carey,7,55,2,20,2,10,3,25,2,1,1,0,1,0,16,2012
Jacksonville,New England,998,12/23/2012,Jeff Triplette,5,47,3,24,2,23,0,0,1,1,0,0,1,0,16,2012
New England,Jacksonville,998,12/23/2012,Jeff Triplette,4,39,1,5,3,34,0,0,1,1,0,0,1,0,16,2012
Kansas City,Indianapolis,999,12/23/2012,Ron Winter,9,75,6,45,2,20,1,10,4,3,1,0,0,0,16,2012
Indianapolis,Kansas City,999,12/23/2012,Ron Winter,4,48,0,0,4,48,0,0,1,0,1,0,0,0,16,2012
Dallas,New Orleans,1000,12/23/2012,Walt Coleman,5,32,2,15,3,17,0,0,2,1,1,0,1,0,16,2012
New Orleans,Dallas,1000,12/23/2012,Walt Coleman,6,42,5,33,0,0,1,9,3,3,0,0,2,0,16,2012
Washington,Philadelphia,1001,12/23/2012,Ed Hochuli,3,24,1,5,0,0,2,19,1,1,0,0,1,1,16,2012
Philadelphia,Washington,1001,12/23/2012,Ed Hochuli,4,30,3,20,0,0,1,10,1,1,0,0,0,1,16,2012
St. Louis,Tampa Bay,1002,12/23/2012,Scott Green,9,64,1,3,5,35,3,26,4,0,3,1,0,0,16,2012
Tampa Bay,St. Louis,1002,12/23/2012,Scott Green,1,5,1,5,0,0,0,0,1,1,0,0,0,0,16,2012
Baltimore,N.Y. Giants,1003,12/23/2012,Carl Cheffers,9,92,5,52,2,20,2,20,2,1,1,0,0,0,16,2012
N.Y. Giants,Baltimore,1003,12/23/2012,Carl Cheffers,6,52,3,25,3,27,0,0,3,1,2,0,1,0,16,2012
Minnesota,Houston,1004,12/23/2012,John Parry,5,52,3,25,2,27,0,0,2,2,0,0,0,0,16,2012
Houston,Minnesota,1004,12/23/2012,John Parry,9,60,3,20,3,25,3,15,3,2,0,1,1,0,16,2012
Cleveland,Denver,1005,12/23/2012,Al Riveron,10,69,4,20,5,39,1,10,6,4,2,0,3,1,16,2012
Denver,Cleveland,1005,12/23/2012,Al Riveron,11,84,8,45,3,39,0,0,7,6,1,0,0,1,16,2012
Arizona,Chicago,1006,12/23/2012,Terry McAulay,4,25,3,20,1,5,0,0,1,1,0,0,0,0,16,2012
Chicago,Arizona,1006,12/23/2012,Terry McAulay,2,12,0,0,1,10,1,2,0,0,0,0,2,0,16,2012
San Francisco,Seattle,1007,12/23/2012,Bill Vinovich,6,58,3,25,2,18,1,15,2,2,0,0,2,0,16,2012
Seattle,San Francisco,1007,12/23/2012,Bill Vinovich,4,45,2,20,2,25,0,0,0,0,0,0,0,0,16,2012
San Diego,N.Y. Jets,1008,12/23/2012,Pete Morelli,5,53,2,20,1,22,2,11,1,0,0,1,0,0,16,2012
N.Y. Jets,San Diego,1008,12/23/2012,Pete Morelli,6,40,1,5,4,30,1,5,2,1,1,0,0,0,16,2012
Buffalo,N.Y. Jets,1009,12/30/2012,Terry McAulay,4,24,1,10,2,9,1,5,1,0,1,0,0,0,17,2012
N.Y. Jets,Buffalo,1009,12/30/2012,Terry McAulay,4,45,2,25,2,20,0,0,1,0,1,0,3,0,17,2012
Miami,New England,1010,12/30/2012,Jerome Boger,3,23,1,10,1,5,1,8,0,0,0,0,0,0,17,2012
New England,Miami,1010,12/30/2012,Jerome Boger,6,48,4,25,1,15,1,8,3,3,0,0,0,0,17,2012
Cincinnati,Baltimore,1011,12/30/2012,Ron Winter,4,40,1,5,2,30,1,5,2,1,0,1,0,0,17,2012
Baltimore,Cincinnati,1011,12/30/2012,Ron Winter,10,102,8,66,2,36,0,0,4,4,0,0,0,0,17,2012
Cleveland,Pittsburgh,1012,12/30/2012,Walt Coleman,9,79,4,25,3,29,2,25,4,3,1,0,1,0,17,2012
Pittsburgh,Cleveland,1012,12/30/2012,Walt Coleman,3,58,1,8,2,50,0,0,0,0,0,0,0,0,17,2012
Houston,Indianapolis,1013,12/30/2012,Clete Blakeman,9,64,2,10,6,44,1,10,6,2,4,0,3,0,17,2012
Indianapolis,Houston,1013,12/30/2012,Clete Blakeman,3,24,1,10,2,14,0,0,0,0,0,0,0,0,17,2012
Jacksonville,Tennessee,1014,12/30/2012,Bill Vinovich,7,35,3,14,3,15,1,6,5,3,2,0,0,0,17,2012
Tennessee,Jacksonville,1014,12/30/2012,Bill Vinovich,5,43,2,15,3,28,0,0,0,0,0,0,3,0,17,2012
Philadelphia,N.Y. Giants,1015,12/30/2012,Tony Corrente,6,52,1,10,5,42,0,0,0,0,0,0,1,1,17,2012
N.Y. Giants,Philadelphia,1015,12/30/2012,Tony Corrente,1,5,0,0,1,5,0,0,0,0,0,0,0,1,17,2012
Dallas,Washington,1016,12/30/2012,Walt Anderson,1,6,0,0,1,6,0,0,0,0,0,0,1,0,17,2012
Washington,Dallas,1016,12/30/2012,Walt Anderson,2,20,1,5,0,0,1,15,1,1,0,0,1,0,17,2012
Chicago,Detroit,1017,12/30/2012,Bill Leavy,3,35,1,5,2,30,0,0,1,1,0,0,0,0,17,2012
Detroit,Chicago,1017,12/30/2012,Bill Leavy,4,29,2,11,1,3,1,15,1,1,0,0,1,0,17,2012
Green Bay,Minnesota,1018,12/30/2012,Mike Carey,7,43,5,35,2,8,0,0,4,4,0,0,0,0,17,2012
Minnesota,Green Bay,1018,12/30/2012,Mike Carey,10,98,4,35,3,33,3,30,3,2,0,1,1,0,17,2012
Atlanta,Tampa Bay,1019,12/30/2012,Carl Cheffers,2,15,1,10,1,5,0,0,1,0,1,0,0,0,17,2012
Tampa Bay,Atlanta,1019,12/30/2012,Carl Cheffers,2,15,1,10,1,5,0,0,0,0,0,0,2,0,17,2012
Carolina,New Orleans,1020,12/30/2012,Al Riveron,4,36,2,16,1,15,1,5,1,1,0,0,3,0,17,2012
New Orleans,Carolina,1020,12/30/2012,Al Riveron,5,55,0,0,3,25,2,30,0,0,0,0,1,0,17,2012
Denver,Kansas City,1021,12/30/2012,Ed Hochuli,5,30,2,10,2,10,1,10,4,2,2,0,1,0,17,2012
Kansas City,Denver,1021,12/30/2012,Ed Hochuli,5,32,0,0,3,17,2,15,3,0,2,1,0,0,17,2012
Oakland,San Diego,1022,12/30/2012,John Parry,9,67,4,29,4,28,1,10,5,2,3,0,0,1,17,2012
San Diego,Oakland,1022,12/30/2012,John Parry,8,60,3,15,3,25,2,20,4,3,1,0,0,1,17,2012
Arizona,San Francisco,1023,12/30/2012,Pete Morelli,5,34,3,20,1,9,1,5,2,2,0,0,0,0,17,2012
San Francisco,Arizona,1023,12/30/2012,Pete Morelli,3,25,2,10,1,15,0,0,2,2,0,0,0,0,17,2012
St. Louis,Seattle,1024,12/30/2012,Jeff Triplette,14,98,5,34,5,24,4,40,8,3,4,1,1,0,17,2012
Seattle,St. Louis,1024,12/30/2012,Jeff Triplette,10,80,5,35,3,35,2,10,4,3,1,0,3,0,17,2012
Houston,Cincinnati,#N/A,1/5/2013,Al Riveron,7,55,2,20,2,20,3,15,2,0,1,1,0,0,18,2012
Cincinnati,Houston,#N/A,1/5/2013,Al Riveron,5,51,1,5,3,31,1,15,1,1,0,0,1,0,18,2012
Minnesota,Green Bay,#N/A,1/5/2013,Scott Green,4,30,1,10,1,5,2,15,2,0,1,1,0,0,18,2012
Green Bay,Minnesota,#N/A,1/5/2013,Scott Green,2,10,0,0,1,5,1,5,2,0,1,1,0,0,18,2012
Indianapolis,Baltimore,#N/A,1/6/2013,Mike Carey,5,37,4,31,1,6,0,0,3,3,0,0,1,0,18,2012
Baltimore,Indianapolis,#N/A,1/6/2013,Mike Carey,9,70,2,15,5,45,2,10,3,1,2,0,0,0,18,2012
Seattle,Washington,#N/A,1/6/2013,Pete Morelli,4,30,1,5,3,25,0,0,2,1,1,0,1,0,18,2012
Washington,Seattle,#N/A,1/6/2013,Pete Morelli,3,15,0,0,2,10,1,5,1,0,1,0,0,0,18,2012
Denver,Baltimore,#N/A,1/12/2013,Bill Vinovich,10,87,4,34,6,53,0,0,4,0,4,0,0,0,19,2012
Baltimore,Denver,#N/A,1/12/2013,Bill Vinovich,8,58,2,8,6,50,0,0,2,2,0,0,1,0,19,2012
Green Bay,San Francisco,#N/A,1/12/2013,Jerome Boger,5,26,1,5,3,15,1,6,2,1,1,0,0,0,19,2012
San Francisco,Green Bay,#N/A,1/12/2013,Jerome Boger,8,86,3,30,4,46,1,10,2,1,1,0,0,0,19,2012
New England,Houston,#N/A,1/13/2013,Tony Corrente,5,56,2,25,2,16,1,15,1,0,1,0,0,0,19,2012
Houston,New England,#N/A,1/13/2013,Tony Corrente,3,20,2,15,1,5,0,0,1,1,0,0,0,0,19,2012
Seattle,Atlanta,#N/A,1/13/2013,Walt Anderson,6,35,1,5,2,20,3,10,4,1,0,3,2,0,19,2012
Atlanta,Seattle,#N/A,1/13/2013,Walt Anderson,3,11,2,10,1,1,0,0,3,2,1,0,1,0,19,2012
New England,Baltimore,#N/A,1/20/2013,Bill Leavy,4,40,1,10,2,20,1,10,1,0,1,0,1,0,20,2012
Baltimore,New England,#N/A,1/20/2013,Bill Leavy,5,60,1,5,3,45,1,10,1,1,0,0,0,0,20,2012
San Francisco,Atlanta,#N/A,1/20/2013,Terry McAulay,4,24,3,19,1,5,0,0,2,2,0,0,0,0,20,2012
Atlanta,San Francisco,#N/A,1/20/2013,Terry McAulay,2,30,0,0,2,30,0,0,0,0,0,0,0,0,20,2012
San Francisco,Baltimore,#N/A,2/3/2013,Jerome Boger,5,33,1,5,4,28,0,0,3,1,2,0,1,1,21,2012
Baltimore,San Francisco,#N/A,2/3/2013,Jerome Boger,2,20,0,0,1,15,1,5,0,0,0,0,0,1,21,2012
Baltimore,Denver,1025,9/5/2013,Walt Coleman,7,53,3,20,2,10,2,23,2,2,0,0,4,0,1,2013
Denver,Baltimore,1025,9/5/2013,Walt Coleman,8,61,5,35,3,26,0,0,3,3,0,0,2,0,1,2013
Buffalo,New England,1026,9/8/2013,Walt Anderson,10,75,4,35,4,20,2,20,6,1,4,1,3,0,1,2013
New England,Buffalo,1026,9/8/2013,Walt Anderson,4,36,2,6,2,30,0,0,2,2,0,0,0,0,1,2013
Seattle,Carolina,1027,9/8/2013,Jeff Triplette,9,109,5,51,3,43,1,15,2,2,0,0,1,0,1,2013
Carolina,Seattle,1027,9/8/2013,Jeff Triplette,4,46,1,10,1,15,2,21,0,0,0,0,1,0,1,2013
Cincinnati,Chicago,1028,9/8/2013,Carl Cheffers,8,84,3,24,1,15,4,45,2,1,0,1,0,0,1,2013
Chicago,Cincinnati,1028,9/8/2013,Carl Cheffers,4,59,3,25,1,34,0,0,0,0,0,0,0,0,1,2013
Cleveland,Miami,1029,9/8/2013,Mike Carey,9,57,6,43,2,9,1,5,4,3,1,0,0,0,1,2013
Miami,Cleveland,1029,9/8/2013,Mike Carey,10,77,3,20,5,42,2,15,5,2,2,1,1,0,1,2013
Minnesota,Detroit,1030,9/8/2013,John Parry,5,52,0,0,3,32,2,20,1,0,1,0,0,0,1,2013
Detroit,Minnesota,1030,9/8/2013,John Parry,11,88,4,30,5,45,2,13,5,2,2,1,1,0,1,2013
Indianapolis,Oakland,1031,9/8/2013,Bill Vinovich,3,31,1,15,2,16,0,0,0,0,0,0,0,0,1,2013
Oakland,Indianapolis,1031,9/8/2013,Bill Vinovich,8,51,4,20,4,31,0,0,6,4,2,0,2,0,1,2013
Jacksonville,Kansas City,1032,9/8/2013,Pete Morelli,5,30,4,25,0,0,1,5,4,3,0,1,0,0,1,2013
Kansas City,Jacksonville,1032,9/8/2013,Pete Morelli,3,20,2,10,0,0,1,10,2,2,0,0,0,0,1,2013
Tampa Bay,N.Y. Jets,1033,9/8/2013,Ed Hochuli,13,102,6,35,5,55,2,12,5,5,0,0,2,0,1,2013
N.Y. Jets,Tampa Bay,1033,9/8/2013,Ed Hochuli,6,45,3,20,3,25,0,0,4,2,2,0,1,0,1,2013
New Orleans,Atlanta,1034,9/8/2013,Gene Steratore,6,57,3,30,1,7,2,20,0,0,0,0,0,0,1,2013
Atlanta,New Orleans,1034,9/8/2013,Gene Steratore,2,19,2,19,0,0,0,0,0,0,0,0,0,0,1,2013
Tennessee,Pittsburgh,1035,9/8/2013,Jerome Boger,6,60,5,45,1,15,0,0,2,2,0,0,1,0,1,2013
Pittsburgh,Tennessee,1035,9/8/2013,Jerome Boger,4,47,0,0,2,29,2,18,1,0,1,0,0,0,1,2013
St. Louis,Arizona,1036,9/8/2013,Clete Blakeman,7,59,3,18,2,28,2,13,1,1,0,0,1,0,1,2013
Arizona,St. Louis,1036,9/8/2013,Clete Blakeman,6,68,1,10,5,58,0,0,4,0,4,0,1,0,1,2013
San Francisco,Green Bay,1037,9/8/2013,Bill Leavy,11,85,5,25,4,40,2,20,8,5,2,1,1,0,1,2013
Green Bay,San Francisco,1037,9/8/2013,Bill Leavy,5,44,3,30,0,0,2,14,0,0,0,0,0,0,1,2013
Dallas,N.Y. Giants,1038,9/8/2013,Tony Corrente,5,40,5,40,0,0,0,0,2,2,0,0,1,0,1,2013
N.Y. Giants,Dallas,1038,9/8/2013,Tony Corrente,6,52,2,10,2,22,2,20,2,2,0,0,1,0,1,2013
Washington,Philadelphia,1039,9/9/2013,Ron Winter,10,75,7,50,1,15,2,10,4,4,0,0,0,1,1,2013
Philadelphia,Washington,1039,9/9/2013,Ron Winter,8,65,7,60,0,0,1,5,4,3,0,1,3,1,1,2013
Houston,San Diego,1040,9/9/2013,Scott Green,7,73,6,52,1,21,0,0,3,3,0,0,1,0,1,2013
San Diego,Houston,1040,9/9/2013,Scott Green,7,55,4,35,2,10,1,10,3,2,1,0,1,0,1,2013
N.Y. Jets,New England,1041,9/12/2013,Carl Cheffers,8,66,6,40,1,16,1,10,3,3,0,0,1,0,2,2013
New England,N.Y. Jets,1041,9/12/2013,Carl Cheffers,3,30,2,15,1,15,0,0,1,1,0,0,1,0,2,2013
St. Louis,Atlanta,1042,9/15/2013,Scott Green,7,53,2,15,1,5,4,33,2,1,1,0,0,0,2,2013
Atlanta,St. Louis,1042,9/15/2013,Scott Green,7,53,4,30,2,13,1,10,2,2,0,0,0,0,2,2013
Cleveland,Baltimore,1043,9/15/2013,Bill Vinovich,5,33,3,15,1,15,1,3,3,3,0,0,1,0,2,2013
Baltimore,Cleveland,1043,9/15/2013,Bill Vinovich,3,41,1,10,1,21,1,10,0,0,0,0,0,0,2,2013
Buffalo,Carolina,1044,9/15/2013,Walt Coleman,7,55,2,15,3,29,2,11,2,1,0,1,1,0,2,2013
Carolina,Buffalo,1044,9/15/2013,Walt Coleman,3,30,0,0,3,30,0,0,0,0,0,0,0,0,2,2013
Chicago,Minnesota,1045,9/15/2013,Ed Hochuli,4,35,1,10,1,15,2,10,2,0,0,2,2,0,2,2013
Minnesota,Chicago,1045,9/15/2013,Ed Hochuli,3,25,1,5,1,15,1,5,1,1,0,0,0,0,2,2013
Washington,Green Bay,1046,9/15/2013,Tony Corrente,7,78,2,29,1,5,4,44,1,0,1,0,2,0,2,2013
Green Bay,Washington,1046,9/15/2013,Tony Corrente,4,40,3,25,0,0,1,15,1,1,0,0,1,0,2,2013
Houston,Tennessee,1047,9/15/2013,Jeff Triplette,5,40,2,15,2,15,1,10,1,1,0,0,1,0,2,2013
Tennessee,Houston,1047,9/15/2013,Jeff Triplette,9,70,7,50,1,15,1,5,3,2,0,1,1,0,2,2013
