Team,Team_ID,Name,Pos,Count,Yards,Declined,Offsetting,Pre-Snap,Penalties,Week,Year
Kansas City,16,J.Asamoah,G,1,5,0,0,1,False Start (1),7,2011
Atlanta,2,H.Douglas,WR,0,0,0,1,0,Personal Foul (1),7,2011
Chicago,6,T.Jennings,DB,1,10,0,0,0,Illegal Block Above the Waist (1),7,2011
Tampa Bay,33,A.Talib,CB,1,5,0,0,0,Face Mask (15 Yards) (1),7,2011
Carolina,5,J.Shockey,TE,1,10,0,0,0,Offensive Holding (1),7,2011
Arizona,1,R.Marshall,CB,1,5,0,0,0,Defensive Holding (1),7,2011
Carolina,5,C.Newton,QB,1,5,0,0,1,Delay of Game (1),7,2011
Seattle,31,M.Smith,LB,1,5,0,0,1,Neutral Zone Infraction (1),7,2011
Minnesota,21,L.Guion,NT,1,15,0,0,0,Roughing the Passer (1),7,2011
Baltimore,3,B.Ayanbadejo,ILB,1,4,0,0,0,Disqualification (1),7,2011
Cleveland,8,D.Patterson,CB,1,10,0,0,0,Offensive Holding (1),7,2011
Denver,10,O.Franklin,G,1,10,0,0,0,Offensive Holding (1),7,2011
Kansas City,16,B.Albert,T,1,5,0,0,1,False Start (1),7,2011
Kansas City,16,D.Williams,ILB,1,5,0,0,0,Illegal Use of Hands (1),7,2011
Detroit,11,E.Wright,DB,1,15,0,0,0,Face Mask (15 Yards) (1),7,2011
N.Y. Jets,23,B.Moore,G,1,5,0,0,1,False Start (1),7,2011
Jacksonville,15,D.Lowery,DB,1,50,0,0,0,Defensive Pass Interference (1),7,2011
Cleveland,8,J.Haden,DB,1,11,0,0,0,Defensive Pass Interference (1),7,2011
Arizona,1,A.Wilson,SS,1,11,0,0,0,Face Mask (15 Yards) (1),7,2011
Arizona,1,K.Kolb,QB,1,0,0,0,0,Intentional Grounding (1),7,2011
Minnesota,21,H.Abdullah,FS,1,5,0,0,0,Illegal Block Above the Waist (1),7,2011
Tampa Bay,33,J.Zuttah,C,1,10,0,0,0,Offensive Holding (1),7,2011
Minnesota,21,B.Robison,DE,1,15,0,0,0,Unnecessary Roughness (1),7,2011
Carolina,5,G.Olsen,TE,1,5,0,0,1,False Start (1),7,2011
Green Bay,12,J.Finley,TE,1,5,0,0,1,False Start (1),7,2011
Green Bay,12,B.Bulaga,T,1,5,0,0,1,False Start (1),7,2011
San Diego,29,T.Spikes,ILB,1,5,0,0,0,Defensive Holding (1),7,2011
San Diego,29,C.Thomas,DE,1,5,0,0,1,Defensive Offside (1),7,2011
Denver,10,Z.Beadles,G,1,5,0,0,0,Ineligible Downfield Kick (1),7,2011
Atlanta,2,M.Ryan,QB,1,5,0,0,1,False Start (1),7,2011
St. Louis,32,R.Saffold,G,1,1,0,0,1,False Start (1),7,2011
Houston,13,D.Brown,T,1,10,0,0,0,Illegal Use of Hands (1),7,2011
Miami,20,Y.Bell,SS,1,15,0,0,0,Roughing the Passer (1),7,2011
Tennessee,34,A.Ayers,LB,1,11,0,0,0,Unnecessary Roughness (1),7,2011
Minnesota,21,S.Hutchinson,G,1,5,0,0,1,False Start (1),7,2011
Detroit,11,R.Sims,G,1,10,0,0,0,Offensive Holding (1),7,2011
N.Y. Jets,23,A.Cromartie,DB,0,0,1,0,0,Defensive Holding (1),7,2011
Oakland,26,K.Wimbley,OLB,1,15,0,0,0,Personal Foul (1),7,2011
San Diego,29,T.LaBoy,OLB,1,5,0,0,1,Neutral Zone Infraction (1),7,2011
Green Bay,12,A.Rodgers,QB,1,5,0,0,1,Delay of Game (1),7,2011
Chicago,6,C.Spencer,C,1,5,0,0,1,False Start (1),7,2011
Tampa Bay,33,J.Freeman,QB,1,5,0,0,1,Delay of Game (1),7,2011
Atlanta,2,A.Smith,RB,1,10,0,0,0,Illegal Block Above the Waist (1),7,2011
Dallas,9,M.Bennett,TE,1,5,0,0,1,False Start (1),7,2011
Cleveland,8,T.Pashos,T,1,10,0,0,0,Offensive Holding (1),7,2011
Houston,13,J.Watt,DE,1,5,0,0,1,Neutral Zone Infraction (1),7,2011
Dallas,9,D.Ware,LB,1,5,0,0,1,Defensive Offside (1),7,2011
Detroit,11,N.Suh,DT,1,15,0,0,0,Face Mask (15 Yards) (1),7,2011
Kansas City,16,J.O'Connell,TE,1,10,0,0,0,Offensive Holding (1),7,2011
Seattle,31,R.Bryant,DT,1,13,0,0,0,Unsportsmanlike Conduct (1),7,2011
Green Bay,12,G.Jennings,WR,1,5,0,0,1,Illegal Shift (1),7,2011
Oakland,26,S.Lechler,P,1,5,0,0,1,Delay of Game (1),7,2011
San Diego,29,R.Goodman,WR,1,15,0,0,0,Face Mask (15 Yards) (1),7,2011
San Diego,29,P.Crayton,WR,1,5,0,0,0,Invalid Fair Catch Signal (1),7,2011
Baltimore,3,A.Gurode,C,1,5,0,0,1,False Start (1),7,2011
Baltimore,3,B.Pollard,SS,1,15,0,0,0,Unnecessary Roughness (1),7,2011
Indianapolis,14,D.Freeney,OLB,1,5,0,0,1,Defensive Offside (1),7,2011
Oakland,26,T.Jones,RB,1,10,0,0,0,Offensive Holding (1),7,2011
Kansas City,16,M.Cassel,QB,1,5,0,0,1,Illegal Substitution (1),7,2011
N.Y. Jets,23,D.Strickland,DB,1,8,0,0,0,Illegal Block Above the Waist (1),7,2011
Chicago,6,A.Adams,DT,1,14,0,0,0,Unnecessary Roughness (1),7,2011
Washington,35,F.Davis,TE,1,5,0,0,1,False Start (1),7,2011
Green Bay,12,M.Jennings,FS,1,9,0,0,0,Illegal Block Above the Waist (1),7,2011
Carolina,5,G.Hangartner,G,1,10,0,0,0,Offensive Holding (1),7,2011
Carolina,5,S.Fua,DT,1,5,0,0,1,Defensive Offside (1),7,2011
Atlanta,2,E.Weems,WR,1,5,0,0,0,Offside on Free Kick (1),7,2011
Cleveland,8,E.Moore,TE,1,5,0,0,1,False Start (1),7,2011
Denver,10,R.McBean,DE,1,5,0,0,1,Encroachment (1),7,2011
Miami,20,M.Mitchell,OLB,1,5,0,0,0,Offside on Free Kick (1),7,2011
Denver,10,W.McGahee,RB,1,5,0,0,0,Face Mask (15 Yards) (1),7,2011
Denver,10,D.Rosario,TE,1,5,0,0,1,False Start (1),7,2011
San Diego,29,V.Martin,DT,1,5,0,0,1,Neutral Zone Infraction (1),7,2011
San Diego,29,D.Butler,ILB,1,3,0,0,0,Defensive Pass Interference (1),7,2011
San Diego,29,J.Cesaire,DE,1,3,0,0,1,Neutral Zone Infraction (1),7,2011
N.Y. Jets,23,E.Lankster,DB,1,10,0,0,0,Offensive Holding (1),7,2011
San Diego,29,P.Rivers,QB,1,5,0,0,1,Delay of Game (1),7,2011
Tennessee,34,W.Witherspoon,OLB,1,15,0,0,0,Unnecessary Roughness (1),7,2011
Tennessee,34,J.Scott,G,1,4,0,0,1,False Start (1),7,2011
Tennessee,34,D.Williams,WR,1,11,0,0,0,Offensive Pass Interference (1),7,2011
Houston,13,S.McManis,CB,1,8,0,0,0,Illegal Block Above the Waist (1),7,2011
Houston,13,S.Keo,FS,1,10,0,0,0,Unnecessary Roughness (1),7,2011
Detroit,11,D.Levy,OLB,0,0,0,1,0,Personal Foul (1),7,2011
Atlanta,2,J.Blalock,G,1,10,0,0,0,Offensive Holding (1),7,2011
Detroit,11,B.Carpenter,LB,1,9,0,0,0,Defensive Pass Interference (1),7,2011
Detroit,11,S.Tulloch,MLB,1,0,0,0,0,Defensive Pass Interference (1),7,2011
Detroit,11,K.Vanden Bosch,DE,1,15,0,0,0,Roughing the Passer (1),7,2011
Detroit,11,L.Delmas,FS,1,5,0,0,0,Defensive Holding (1),7,2011
Detroit,11,G.Cherilus,T,1,10,0,0,0,Offensive Holding (1),7,2011
Atlanta,2,K.Hayden,DB,1,15,0,0,0,Personal Foul (1),7,2011
Carolina,5,T.McClain,DT,1,5,0,0,1,Defensive Offside (1),7,2011
Carolina,5,B.Hartsock,TE,1,10,0,0,0,Offensive Holding (1),7,2011
Carolina,5,R.Wells,T,1,5,0,0,1,False Start (1),7,2011
Washington,35,J.Beck,QB,1,11,0,0,0,Intentional Grounding (1),7,2011
Washington,35,S.Locklear,G,1,10,0,0,0,Offensive Holding (1),7,2011
Chicago,6,B.Iwuh,LB,1,10,0,0,0,Illegal Block Above the Waist (1),7,2011
Chicago,6,K.Bell,RB,1,5,0,0,0,Ineligible Downfield Kick (1),7,2011
Seattle,31,C.Whitehurst,QB,1,5,0,0,1,Delay of Game (1),7,2011
Seattle,31,L.Jeanpierre,C,0,0,1,0,0,Offensive Holding (1),7,2011
Seattle,31,K.Chancellor,DB,1,15,0,0,0,Unnecessary Roughness (1),7,2011
Seattle,31,K.Cox,DB,1,10,0,0,0,Illegal Block Above the Waist (1),7,2011
Cleveland,8,A.Rubin,NT,1,2,0,0,0,Face Mask (15 Yards) (1),7,2011
Seattle,31,D.Baldwin,WR,1,10,0,0,0,Offensive Pass Interference (1),7,2011
Pittsburgh,28,W.Saunders,TE,1,5,0,0,1,False Start (1),7,2011
Arizona,1,L.Fitzgerald,WR,1,10,0,0,0,Offensive Pass Interference (1),7,2011
Arizona,1,R.Walker,LB,1,10,0,0,0,Offensive Holding (1),7,2011
Arizona,1,M.Adams,DB,0,0,1,0,0,Illegal Use of Hands (1),7,2011
Arizona,1,N.Eason,DE,1,7,0,0,0,Offensive Holding (1),7,2011
Pittsburgh,28,H.Miller,TE,1,10,0,0,0,Offensive Holding (1),7,2011
Oakland,26,T.Pryor,WR,1,5,0,0,1,False Start (1),7,2011
Oakland,26,M.Huff,FS,1,15,0,0,0,Face Mask (15 Yards) (1),7,2011
Oakland,26,A.Curry,LB,1,15,0,0,0,Personal Foul (1),7,2011
Oakland,26,J.Ford,WR,1,5,0,0,1,False Start (1),7,2011
Kansas City,16,L.McClain,FB,0,0,1,0,1,Illegal Shift (1),7,2011
Kansas City,16,S.Piscitelli,SS,1,15,0,0,0,Personal Foul (1),7,2011
Oakland,26,B.Myers,TE,1,10,0,0,0,Offensive Holding (1),7,2011
Minnesota,21,M.Raymond,SS,1,7,0,0,0,Illegal Block Above the Waist (1),7,2011
Minnesota,21,J.Berger,G,1,10,0,0,0,Offensive Holding (1),7,2011
St. Louis,32,B.Poppinga,ILB,1,5,0,0,0,Defensive Holding (1),7,2011
Dallas,9,T.Fiammetta,FB,1,9,0,0,0,Offensive Holding (1),7,2011
St. Louis,32,A.Feeley,QB,1,5,0,0,1,Delay of Game (1),7,2011
Dallas,9,K.Coleman,DE,1,5,0,0,1,Defensive Offside (1),7,2011
Indianapolis,14,D.Muir,DT,1,5,0,0,1,Encroachment (1),7,2011
Indianapolis,14,C.Painter,QB,1,10,0,0,0,Intentional Grounding (1),7,2011
Jacksonville,15,T.Heath,DB,1,10,0,0,0,Illegal Block Above the Waist (1),7,2011
Baltimore,3,P.Kruger,OLB,1,5,0,0,0,Running Into the Kicker (1),7,2011
Baltimore,3,D.Gorrer,DB,0,0,1,0,0,Defensive Holding (1),7,2011
Jacksonville,15,M.Roth,DE,1,5,0,0,1,Neutral Zone Infraction (1),7,2011
Jacksonville,15,C.Session,LB,0,0,1,0,1,Defensive Offside (1),7,2011
Jacksonville,15,R.Allen,OLB,1,10,0,0,0,Offensive Holding (1),7,2011
Baltimore,3,H.Nakamura,FS,1,5,0,0,0,Illegal Touch Kick (1),7,2011
Carolina,5,C.Munnerlyn,DB,1,15,0,0,0,Face Mask (15 Yards) (1),7,2011
San Diego,29,M.McNeill,T,6,40,0,0,4,"False Start (4), Offensive Holding (1), Illegal Use of Hands (1)",8,2011
Cincinnati,7,A.Smith,T,3,20,0,0,2,"False Start (2), Offensive Holding (1)",8,2011
Houston,13,A.Smith,DE,2,10,0,0,2,Defensive Offside (2),8,2011
Denver,10,R.Clady,T,0,0,2,0,0,Offensive Holding (2),8,2011
New Orleans,25,J.Galette,DE,1,2,1,0,0,Illegal Use of Hands (2),8,2011
Jacksonville,15,W.Rackley,G,2,15,0,0,1,"False Start (1), Personal Foul (1)",8,2011
Carolina,5,L.Naanee,WR,2,25,0,0,0,"Offensive Holding (1), Personal Foul (1)",8,2011
Seattle,31,B.Browner,DB,2,29,0,0,0,"Defensive Pass Interference (1), Personal Foul (1)",8,2011
Baltimore,3,B.McKinnie,T,1,5,1,0,2,"False Start (1), Illegal Formation (1)",8,2011
Kansas City,16,B.Albert,T,2,10,0,0,2,False Start (2),8,2011
Arizona,1,A.Jefferson,CB,2,14,0,0,0,"Defensive Pass Interference (1), Offensive Holding (1)",8,2011
New England,24,L.Mankins,G,2,10,0,0,2,False Start (2),8,2011
San Diego,29,J.Clary,G,1,10,1,0,0,Offensive Holding (2),8,2011
St. Louis,32,J.Bell,G,2,8,0,0,2,False Start (2),8,2011
Seattle,31,J.Carpenter,G,2,15,0,0,1,"False Start (1), Offensive Holding (1)",8,2011
Arizona,1,P.Peterson,CB,2,15,0,0,0,"Defensive Pass Interference (1), Illegal Contact (1)",8,2011
Seattle,31,R.Bryant,DT,2,11,0,0,1,"Encroachment (1), Defensive Holding (1)",8,2011
Baltimore,3,A.Gurode,C,2,15,0,0,1,"False Start (1), Illegal Use of Hands (1)",8,2011
New Orleans,25,C.Brown,T,2,20,0,0,1,"False Start (1), Unsportsmanlike Conduct (1)",8,2011
Buffalo,4,F.Jackson,RB,2,10,0,0,2,"False Start (1), Illegal Shift (1)",8,2011
Baltimore,3,C.Williams,DB,2,10,0,0,0,Defensive Holding (2),8,2011
Pittsburgh,28,W.Gay,CB,1,7,0,0,0,Defensive Pass Interference (1),8,2011
Baltimore,3,L.Webb,FS,1,20,0,0,0,Defensive Pass Interference (1),8,2011
Cincinnati,7,B.Williams,G,1,10,0,0,0,Offensive Holding (1),8,2011
